OTUname	acc	Kingdom	Supergroup	Phylum	Tax1	Tax2	Species	Id	E-val	bit	length
OTU3385	AF274260	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium	Gymnodinium_sp.	98.51	0.0	710	402
OTU3386	FN599060.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	98.51	0.0	710	402
OTU3387	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.00	0.0	721	402
OTU3388	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	96.51	0.0	664	401
OTU3389	AF022199.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Lepidodinium	Gymnodiniaceae_Gymnodinium_sensu_lato	Lepidodinium	96.27	0.0	660	402
OTU339	KP790160.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	99.00	0.0	721	402
OTU3396	JN615412.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Protoperidiniaceae_Protoperidinium	Prorocentrum_triestinum_strain_MBIC11147	90.35	3,00E-151	527	404
OTU34	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_NW414.36	Dino_clone_SCM15C21	98.76	0.0	715	402
OTU3408	denovo6	Eukaryota	Alveolata	MALVs	MALV_IV_[Syndinales]	Syndiniales[groupIV]	Syndiniales[groupIV]	87.81	7,00E-133	466	402
OTU341	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	97.97	0.0	686	395
OTU3415	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	95.77	0.0	649	402
OTU342	HM067002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karenia	Karenia_bidigitata	98.76	0.0	715	402
OTU343	EF165121	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chrysosphaerales	Chrysosaccus	90.86	4,00E-155	540	405
OTU344	EF172942.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_13_23	Guillou_13_23	92.29	1,00E-164	571	402
OTU345	denovo58	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Lepidodinium	Gymnodiniaceae_Gymnodinium_sensu_lato	Lepidodinium	98.23	0.0	691	396
OTU346	DQ314810.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonad_NW617.37	95.37	0.0	652	410
OTU347	AB601108.1	Eukaryota	Haptophyceae[prymnesiophytes]	Pavlovales	Pavlovales	Pavlovaceae	Pavlova	89.05	9,00E-142	496	402
OTU348	FJ266034.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Lithodesmidales	Ditylum	88.42	7,00E-138	483	406
OTU3485	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	94.28	7,00E-178	616	402
OTU349	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	98.51	0.0	710	402
OTU3492	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	96.53	0.0	667	403
OTU350	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	96.78	0.0	671	404
OTU3503	AB246693.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	Spumellaria	Larcopyle	94.81	0.0	632	405
OTU351	HQ912623.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Cymatosirales	Campylosira	95.06	0.0	638	405
OTU352	EF172968.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	97.76	0.0	693	402
OTU3526	HM067002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karenia	Karenia_bidigitata	98.51	0.0	710	402
OTU353	FJ032664.1	Eukaryota	stramenopiles	MASTs	MAST_1	MAST_1c	DH18_4A29	96.28	0.0	660	403
OTU3537	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	98.99	0.0	708	395
OTU3538	denovo44	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Blastodiniales	Blastodiniaceae_Blastodinium	Blastodinium_like	97.50	0.0	680	400
OTU354	AF290539.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonas	98.52	0.0	713	406
OTU3545	AF290539.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonas	96.02	0.0	651	402
OTU355	AY919816	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_Lake_Georges_clone_LG47_07	91.15	3,00E-157	547	407
OTU3556	AY498655.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Hypotrichea	Sporadotrichida	Gastrostyla	Gastrostyla_pulchra	89.80	4,00E-145	507	402
OTU3559	AB183673.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Protoperidiniaceae_Protoperidinium	Prorocentrum_triestinum_strain_MBIC11147	93.05	1,00E-169	588	403
OTU356	AB365027.1	Eukaryota	stramenopiles	Raphidophyceae	Raphidophyceae	unclassified_Raphidophyceae	Haramonas	92.23	9,00E-167	579	412
OTU357	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	96.52	0.0	664	402
OTU3575	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	99.49	0.0	717	394
OTU358	EU399523.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	TintinnidsCodonellopsis	87.62	4,00E-130	457	404
OTU3585	DQ120005.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Didymoeca_NOR46.34	95.24	0.0	632	399
OTU359	EF173006.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.5	Guillou_II.5	97.27	0.0	682	403
OTU36	FJ663049.1	Eukaryota	Alveolata	Dinoflagellates	Syndiniophyceae_Coccidiniales	Chytriodiniaceae_Chytriodinium	Chytriodinium	98.00	0.0	697	401
OTU360	EF492484.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Prorocentrales	Prorocentraceae_Prorocentrum	Prorocentrum_donghaiense	85.50	7,00E-118	416	407
OTU361	DQ393786.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	TintinnidsCodonellopsis	90.00	1,00E-145	508	400
OTU3615	AF274262.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karenia	Karenia_bidigitata	95.78	0.0	649	403
OTU3619	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	99.00	0.0	721	402
OTU362	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	96.28	0.0	660	403
OTU363	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	97.27	0.0	682	403
OTU3630	KP790160.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	99.25	0.0	726	402
OTU364	AJ561113.1	Eukaryota	stramenopiles	Labyrinthulida	Labyrinthulida	Thraustochytriidae	Oblongichytrium_PBS03	88.35	6,00E-139	486	412
OTU3642	EF058252.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Woloszynskiaceae	Woloszynskia_halophila_strain_WHTV_S1	98.76	0.0	715	402
OTU365	FN599060.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	96.04	0.0	652	404
OTU3653	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	98.98	0.0	702	392
OTU366	DQ777746.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Litostomatea	Lacrymaria	Lacrymaria_marina	96.40	7,00E-157	545	333
OTU3666	FJ626712.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_DinoRS24	Dinophyceae_sp.SA7.9	98.76	0.0	715	402
OTU367	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	89.16	2,00E-143	501	415
OTU368	JN615412.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_incertae_sedis	Amphidomataceae_Amphidoma	Amphidoma	98.51	0.0	710	402
OTU3688	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	88.97	2,00E-139	488	399
OTU369	Y16237.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	83.00	4,00E-101	361	406
OTU37	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	99.01	0.0	721	403
OTU370	DQ314819.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_NW617.36	99.76	0.0	752	410
OTU371	EU818590.1	Eukaryota	Alveolata	MALVs	MALV_II_E_group	Guillou_22	Guillou_22	95.24	0.0	630	399
OTU372	AF174376	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chromulinales	Paraphysomonas	99.50	0.0	736	404
OTU3723	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	98.76	0.0	715	402
OTU374	EF172942.1	Eukaryota	Alveolata	MALVs	MALV_II_F_group	Guillou_26	Guillou_26	89.83	7,00E-148	516	403
OTU3749	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	97.01	0.0	676	402
OTU375	HM483394.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	93.28	4,00E-170	590	402
OTU376	AY885027.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.39	Guillou_II.39	99.00	0.0	719	401
OTU377	GQ144679.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonas	98.76	0.0	719	404
OTU378	AF139462.1	Eukaryota	Rhodophyta	Goniotrichales	Goniotrichales	Goniotricaceae	Bangiopsis	90.00	2,00E-88	318	250
OTU379	U37367.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium	Gymnodinium_beii	100.00	0.0	743	402
OTU38	DQ120005.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Didymoeca_SCM28C135	93.05	7,00E-168	582	403
OTU380	DQ837534.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium_sensu_largo	Gymnodinium_dorsalisulcum	99.25	0.0	726	402
OTU381	EF172953.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.27	Guillou_II.27	92.54	1,00E-165	575	402
OTU382	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Varistrombidium	Varistrombidium_kielum	87.94	1,00E-130	459	398
OTU383	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	88.48	7,00E-138	483	408
OTU384	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.28	4,00E-170	590	402
OTU385	EF172968.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	97.26	0.0	680	402
OTU386	FJ590769.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Minidiscus	99.01	0.0	726	405
OTU387	AY268043.1	Eukaryota	Centroheliozoa	Acanthocystidae	Acanthocystidae	Pterocystis	Pterocystis	90.71	4,00E-155	540	409
OTU388	DQ303924.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	97.81	0.0	708	411
OTU389	AY268040.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Silicofilosea	Allas	97.07	0.0	691	410
OTU39	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	99.50	0.0	726	399
OTU390	DQ303923.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Ebriidae	Ebria	99.02	0.0	736	410
OTU391	EF173017.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	96.01	0.0	651	401
OTU392	U37367.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium	Gymnodinium_beii	98.76	0.0	715	402
OTU393	AY143564.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium_SNB99_2	Strombidium_SNB99_2	99.49	0.0	719	395
OTU394	AY116220.1	Eukaryota	stramenopiles	MASTs	MAST_8	MAST_8	ANT12_26	96.08	0.0	665	408
OTU395	AB246693.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	Spumellaria	Larcopyle	99.26	0.0	732	405
OTU396	AY425306.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Nephroselmis	100.00	0.0	743	402
OTU397	HQ912569.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Cymatosirales	Papiliocellulus	92.12	5,00E-164	569	406
OTU399	U37367.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium	Gymnodinium_beii	97.51	0.0	688	402
OTU4	FJ626712.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_DinoRS24	Dinophyceae_sp.SA7.9	100.00	0.0	743	402
OTU40	FJ590769.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Minidiscus	97.78	0.0	699	405
OTU402	EF172955.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_8	Guillou_8	91.29	3,00E-157	547	402
OTU403	EF432538.1	Eukaryota	Choanoflagellates	Choanoflagellida	unclassified_Choanoflagellida	unclassified_Choanoflagellida	Choanoflagellida_sp._SL117	95.76	0.0	643	401
OTU404	EF172942.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_13_23	Guillou_13_23	97.51	0.0	688	402
OTU405	AF167155.1	Eukaryota	stramenopiles	Bolidophyceae	Bolidophyceae	Bolidomonas	Bolidomonas	92.10	2,00E-163	568	405
OTU406	EF526932.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Silicofilosea	Allas	89.32	9,00E-147	512	412
OTU407	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_NW414.36	Dino_clone_SCM15C21	98.76	0.0	715	402
OTU408	EU780604.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Envrion_III.A	Envrion_III.A	94.79	0.0	627	403
OTU409	EU780626.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_13_23	Guillou_13_23	88.92	3,00E-141	494	406
OTU41	AY665083.1	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidaceae	unclassified_Katablepharidaceae	Katablepharidophyte_clone_SCM37C29	99.75	0.0	732	399
OTU410	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	92.79	9,00E-167	579	402
OTU411	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	96.77	0.0	671	402
OTU412	DQ310209.1	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_clone_ArcticLakeA8E2G5	98.51	0.0	710	404
OTU413	FJ973363.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	Sarcinochrysidales	Ankylochrysis	97.30	0.0	693	408
OTU414	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	92.06	7,00E-163	566	403
OTU415	AY665096.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Didymoeca_SCM28C135	94.99	0.0	627	399
OTU416	AF290539.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonas	98.77	0.0	719	406
OTU417	EU286811.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Nassophorea	Leptopharynx	Leptopharynx_costatus	82.00	2,00E-88	318	400
OTU418	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	92.77	9,00E-167	579	401
OTU42	AB246693.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	Spumellaria	Larcopyle	95.06	0.0	638	405
OTU420	AM502000.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Naviculales	Craticula	97.50	0.0	680	400
OTU421	AF080098.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gonyaulacales	Goniodomataceae_Alexandrium	Alexandrium_ostenfeldii_strain_LSE05	84.94	2,00E-114	405	405
OTU423	JF698787.1	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_clone_MALINA_St320_ES069_E8	100.00	0.0	747	404
OTU424	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	95.76	0.0	647	401
OTU425	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	95.50	0.0	638	400
OTU426	HM067002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karenia	Karenia_bidigitata	98.51	0.0	710	402
OTU427	HQ869322.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_SHBA662	100.00	0.0	730	395
OTU428	AJ402349.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Environ_III.O	Environ_III.O	96.52	0.0	665	402
OTU429	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	95.49	0.0	638	399
OTU43	FN263030.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	99.75	0.0	736	401
OTU430	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	99.25	0.0	726	402
OTU431	AF290540.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	95.85	0.0	664	410
OTU432	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	95.77	0.0	649	402
OTU433	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	92.82	2,00E-167	580	404
OTU434	FJ541187.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	85.64	2,00E-119	422	404
OTU435	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	98.76	0.0	715	402
OTU436	EF173017.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	92.02	4,00E-160	556	401
OTU437	GU001637.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	83.70	1,00E-105	375	405
OTU438	DQ314813.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_NOR46.15	95.85	0.0	664	410
OTU439	AB252658.1	Eukaryota	stramenopiles	PX_clade	PX_clade	Sphacelariales	Choristocarpus	89.62	1,00E-150	525	424
OTU44	EU780604.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Envrion_III.A	Envrion_III.A	94.54	1,00E-179	621	403
OTU440	EU503538.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Oligohymenophorea	Hyalophysa	Hyalophysa_lwoffi	91.79	5,00E-154	536	390
OTU441	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	95.01	0.0	630	401
OTU442	Y16232.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Prorocentrales	Prorocentraceae_Prorocentrum	Prorocentrum_mexicanum	98.01	0.0	699	402
OTU445	EU780626.1	Eukaryota	Alveolata	MALVs	MALV_II_F_group	Guillou_26	Guillou_26	98.25	0.0	701	400
OTU446	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.03	2,00E-168	584	402
OTU447	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	90.50	2,00E-149	521	400
OTU448	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	93.30	3,00E-171	593	403
OTU449	FJ888597.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Podolampadaceae_Podolampas	Podolampas	98.01	0.0	699	402
OTU45	AF363196.2	Eukaryota	stramenopiles	MASTs	MAST_7	MAST_7	ANT12_10	99.75	0.0	736	401
OTU450	AF300285.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Colpodea	Sorogena	Sorogena_stoianovitchae	88.98	3,00E-82	298	245
OTU451	EF172837.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	93.33	3,00E-171	593	405
OTU452	AB246693.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	unclassified_Polycystinea	Taxopodida_B	89.00	7,00E-143	499	409
OTU453	GU246574.1	Eukaryota	Rhizaria	Acantharea	Acantharea	Sphaenacanthida	Acanthometra	91.14	3,00E-151	527	395
OTU454	FN599060.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	92.82	2,00E-168	584	404
OTU455	DQ314813.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_NOR46.15	100.00	0.0	758	410
OTU456	EU780604.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Envrion_III.A	Envrion_III.A	90.62	7,00E-153	532	405
OTU457	DQ303924.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	96.11	0.0	667	411
OTU458	AY143564.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium_SNB99_2	Strombidium_SNB99_2	97.97	0.0	684	395
OTU459	DQ514884.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Thalassiosira	97.53	0.0	691	405
OTU46	AF290083.2	Eukaryota	stramenopiles	MASTs	MAST_2	MAST_2	DH148_5_EKD52	99.75	0.0	745	406
OTU461	EU039890.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Nassophorea	Nassula	Nassula_sp.	81.95	6,00E-89	320	399
OTU462	FN599060.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	95.30	0.0	640	404
OTU463	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	90.73	1,00E-150	525	399
OTU464	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	90.98	2,00E-152	531	399
OTU465	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	85.22	3,00E-116	411	406
OTU466	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	95.04	0.0	632	403
OTU467	JX262491.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_incertae_sedis	Amphidomataceae_Azadinium	Azadinium_spinosum	99.00	0.0	721	402
OTU468	AY919816	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_CCMP2296	92.84	2,00E-168	584	405
OTU469	AY381157.1	Eukaryota	stramenopiles	unclassified_stramenopile	unclassified_stramenopile	unclassified_stramenopile	Developayella	83.65	1,00E-105	375	416
OTU47	X73999.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mantoniella	100.00	0.0	734	397
OTU470	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	89.22	4,00E-140	490	399
OTU471	EU286810.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Nassophorea	Nassula	Nassula_sp.	88.00	2,00E-79	289	250
OTU472	HM483394.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	91.04	3,00E-156	544	402
OTU473	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	92.04	2,00E-162	564	402
OTU474	FN562441.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	93.78	5,00E-174	603	402
